UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor
Fort Lauderdale_Vista Park,9.58224445,1.434166792,0.379676282,0.274690601,0.745778499,0,4.611274337,1.605391331,1.397383658,1.179455378,7.805665321,1.778834249,0.082163781,0,0.038095238,0.52292785,4.701103605,4,5.635897436,-1.635897436,4.535141053,-0.535141053,3.227514226,-0.20173402,1,area
Fort Lauderdale_Warfield Park,8.775266692,6.153785728,3.653105256,0,0.04164881,0,2.220523504,2.309132243,0,0.602548521,0.460055056,0.173654582,0.595008311,0,0.742183539,0.201673701,2.592606518,6,6.083333333,-0.083333333,5.966472222,0.033527778,1.375874789,0.405486202,1,area
Fort Lauderdale_Willingham Park,8.866592186,1.457936494,0.404667249,0.087287338,0.439443667,0,4.220684205,3.135505064,1.390277403,1.071545274,6.893754149,3.041400461,0.087534632,0,0.295132701,0.514962648,4.424532481,2,4.61579743,-2.61579743,2.714863095,-0.714863095,3.32941815,-0.239676971,1,area
Hallandale Beach_B.F. James Park and Pool,0.639667874,0.358254065,0.459222278,0.114670843,0.07986297,0,0.408341964,0.8428393,0.424650821,0.363929168,0.093013986,0.130606657,0.357111777,0,0.016237915,0.021267496,0.992530539,4,4.225,-0.225,4.057885392,-0.057885392,0.872699472,0.15154218,1,Biodiversity
Hallandale Beach_Curci House-Historical Village,0.82879422,0.575547397,0.451837981,0.042195527,0.049274045,0,0.574729243,0.93854175,0.404097389,0.316116384,0.108305972,0.625430625,0.567906316,0,0.010181818,0.250108988,0.763979964,3,4.044871795,-1.044871795,3.061333333,-0.061333333,0.91351577,0.06874606,1,mean_ndwi
Hallandale Beach_Foster Park & Plaza,0.497514597,0.467165432,0.477586844,0.037522727,0.035331793,0,0.454377414,0.756611042,0.327329629,0.400204143,0.041379815,0.296379967,0.449133117,0,0.028242063,0.0648499,0.832779027,4,4.615789474,-0.615789474,4.173852564,-0.173852564,1.059143234,0.007053218,1,Biodiversity
Hallandale Beach_Ingalls Park,1.104381716,0.761820901,0.321665987,0,0.052904984,0,0.719186563,0.566925214,0.217100552,0.259565046,0,1.106649753,0.21526511,0,0.003568737,0.277715312,0.553051407,4,4.107692308,-0.107692308,3.992551282,0.007448718,1.109240996,-0.078428747,1,Jog_Walk_path
Hallandale Beach_Joseph Scavo Park,1.731656899,1.164116522,1.397144814,1.236880342,1.001395008,0.439685065,0.689726523,0.902817863,0.06814881,0.441115038,0.307360445,0.194866578,1.376490884,0,0.047047924,0.164510462,1.53914072,5,4.319791667,0.680208333,4.826924242,0.173075758,1.572058134,-0.398865289,1,area
Hallandale Beach_OB Johnson Park,0.588735209,0.500044664,0.427996212,0.009045455,0.035459207,0,0.431879301,0.763163475,0.311041167,0.211789211,0.015284091,0.324540168,0.283404956,0,0.012581169,0.073809524,0.830711996,5,3.990196078,1.009803922,4.874853022,0.125146978,1.047744941,0.017739118,1,Biodiversity
Hallandale Beach_South City Beach Park,1.471491883,1.062675602,1.318542416,0.574257756,0.686999653,0.06002381,0.996267732,0.91171133,0.113970876,0.117859502,0.434165765,0.104212121,2.918749029,0,0.06470252,0.165955087,2.650732379,6,4,2,5.900198413,0.099801587,1.553363929,-0.382230615,1,Athletic_facility
Hallandale Beach_Sunset Park,0.66596176,0.873074523,0.390459818,0,0.014983725,0,0.630946401,0.615775336,0.227454407,0.350786991,0.029282468,1.441836414,0.373155705,0,0.000751263,0.166710789,0.477885878,4,3.166666667,0.833333333,3.9185,0.0815,1.447646853,-0.142879094,1,Jog_Walk_path
Hollywood_Bicentennial Park,2.47071312,2.037432554,1.258709277,0.29441102,0.560874833,0,2.830141456,3.398592782,0.195944306,0.083037712,0.334541542,0.86851085,0.614821928,1.468479271,0.431011711,0.118352092,2.438397769,4,3.570588235,0.429411765,3.920083333,0.079916667,2.055201679,0.194790387,1,mean_ndwi
Hollywood_Charles F. Vollman Park,13.11573417,8.114830905,9.699710581,8.649275502,7.803289003,0,3.35779712,2.078649587,2.053165765,0.442772186,2.220287698,1.224983503,0.50481932,0,0,3.349150516,10.12620081,4,3,1,3.8685,0.1315,4.077866209,0.265564405,1,area
Hollywood_Charnow Park-Historical Paddleball Courts,11.11239424,7.201049367,2.441038906,7.235963439,4.136238831,11.27205306,1.104013889,2.771528624,0,0.976117424,0.189825216,1.329482143,1.122955142,0.168357143,0,1.474604992,10.50279425,5,4.601666667,0.398333333,4.851166667,0.148833333,2.100043009,0.577577556,1,mangroves
